145,Lust For Life (BloodPop Remix) Lyrics,
146,Lust For Life (The Avener Rework) Lyrics,"Climb up the H of the Hollywood sign|-|In these stolen moments, the world is mine|-|There's nobody here, just us together|-|Keeping it hot like July forever|-|Climb up the H of the Hollywood sign, yeah|-|In these stolen moments, the world is mine (doo wop)|-|There's nobody here, just us together (shadoop, shadoop)|-|Keeping it hot like July forever|-|'Cause we're the masters of our own fate|-|We're the captains of our own souls|-|There's no way for us to come today|-|'Cause boy we're gold, boy we're gold|-|And I was like|-|Climb up the H of the Hollywood sign, yeah|-|In these stolen moments, the world is mine (doo wop)|-|There's nobody here (doo wop), just us together (shadoop, shadoop)|-|Keeping it hot|-|Take off, take off|-|Take off all your clothes|-|Take off, take off|-|Take off all your clothes|-|Take off, take off|-|Take off all of your clothes|-|They say only the good die young|-|That just ain't right|-|'Cause we're having too much fun|-|Too much fun tonight, yeah|-|And a lust for life, and a lust for life|-|And a lust for life, and a lust for life|-|Keeps us alive, keeps us alive|-|Keeps us alive, keeps us alive|-|And a lust for life, and a lust for life|-|And a lust for life, and a lust for life|-|Keeps us alive, keeps us alive|-|Keeps us alive, keeps us alive|-|Gotta dance 'til we die (doo wop)|-|My boyfriend's back (doo wop) and he's cooler than ever|-|There's no more night, blue skies forever|-|'Cause we're the masters of our own fate|-|We're the captains of our own souls|-|So there's no need for us to hesitate|-|We're all alone, let's take control|-|And I was like|-|Take off, take off|-|Take off all your clothes|-|Take off, take off|-|Take off all your clothes|-|Take off, take off|-|Take off all of your clothes|-|They say only the good die young|-|That just ain't right|-|'Cause we're having too much fun|-|Too much fun tonight (yeah)|-|And a lust for life, and a lust for life|-|And a lust for life, and a lust for life|-|Keeps us alive, keeps us alive|-|Keeps us alive, keeps us alive|-|And a lust for life, and a lust for life|-|And a lust for life, and a lust for life|-|Keeps us alive, keeps us alive|-|Keeps us alive, keeps us alive|-|Blue skies forever|-|I told you twice in our love letter|-|There's no stopping now, green lights forever"
147,Maha Maha Lyrics,"Every time that you walk out on me|-|I regress back to the one that I can't see|-|There's someone I have never talked about|-|I know that we'd both we dead if you found out|-|Every time you tell me that I'm wrong|-|I just can't remember how to play along|-|There's something I have never told you|-|I'm not really from this world|-|There's something I have been withholding|-|I'm not like every other girl|-|La la mahi mahi la la|-|La la mahi mahi la la|-|You are the man of my dreams that I've waited for|-|You are the man of my dreams that I've waited for|-|So if you begin to think that my light might be supernatural|-|I'd have to say alright, you're right mon cher it is|-|I come from a place that your mind cannot even imagine|-|Where we sing Maha, Maha, Maha, Maha|-|La la mahi mahi la la|-|La la mahi mahi la la|-|You are the man of my dreams that I've waited for|-|You are the man of my dreams that I've waited for|-|Where we sing Maha, oh Maha, oh Maha, Maha|-|I give my life back|-|I'm your devoted|-|I give my love babe|-|I'm your devoted|-|Maha Maha, Maha Maha, Maha, Maha"
148,Making Out Lyrics,"Hi ya honey, what you doing?|-|I've been hula-hooping|-|Waiting for you, oh ah|-|Woah, haters, fakers, mass manipulators|-|Don't know what you're trying to prove|-|I'm the new york city queen, queen|-|You should hear me sing, sing|-|Baby, i'm the real thing check, 1, 2|-|Stop looking at my trainwreck life|-|And start listening to the way i sing the blues|-|You know, i know what they say about me|-|I know they think i'm danger|-|So what if it makes me happy, happy, happy|-|It doesn't really matter what you say|-|Cause i ain't gonna quit till the day i die|-|I'll be taking drugs, doing shots|-|Making out in parking lots with any little boy i spot|-|Baby, you can't stop me, stop me no|-|When i'm hot, i'm hot|-|Hi ya honey, how's it going?|-|Saw you skipping rope on tv|-|Looking blue, oh ah|-|You're shaking, making music and you're famous|-|Deep down you're the same girl i knew|-|She said: ""i know what they say about you|-|I know that they think you're crazy|-|I know that they are mistaken, baby, baby""|-|It doesn't really matter what they say|-|Cause i ain't gonna quit till the day i die|-|I'll be taking drugs, doing shots|-|Making out in parking lots with any little boy i spot|-|Baby, you can't stop me, stop me no|-|When i'm hot, i'm hot|-|Singing for the gangsters|-|Chasing all that paper|-|Living life so dangerously|-|And there's nothing for my anchor|-|Money is my savior|-|I can be whatever i think|-|It's like heaven, heaven|-|Living on the edge|-|Never knowing where i'm going to be|-|And i'm dreading ever|-|Settling down that's when|-|Dying is beginning to gleam|-|It doesn't really matter what you say|-|Cause i ain't gonna change till the day i die|-|I'll be taking drugs, doing shots|-|Making out in parking lots with any little boy i spot|-|Honey, you can't stop me, stop me no|-|When i'm hot, i'm hot|-|Ah ah ah ah|-|Oh oh oh oh..."
149,Meet Me In The Pale Moonlight Lyrics,"Understand this, I'm not looking|-|For true love tonight|-|If you wanna be my little baby|-|You can meet me in the pale moonlight|-|I've been working everyday eight to nine and|-|Servin' coke and fries at the movie blue drive-in|-|If you want me you know where to find me|-|I can be your one time baby|-|I can be your little dairy queen|-|I don't wanna care tonight, I don't wanna fight|-|You don't have to give me anything|-|Just put your sweet kiss kiss on my lips now baby|-|Understand this, I've been liking|-|You since I was small|-|I don't wanna get you running scared|-|When there's no pressure there at all|-|I've been working eight to nine everyday and|-|Think about you almost all the time, all the time and|-|If I want to see you I drive by|-|I can be your one time baby|-|I can be your little dairy queen|-|I don't wanna care tonight, I don't wanna fight|-|You don't have to give me anything|-|Just put your sweet kiss kiss on my lips now baby|-|I'm the sweetest girl in town so|-|Why are you so mean?|-|When you gonna ditch that stupid bitch|-|You got it's me you should be seeing|-|Hello you are looking so fine, so fine|-|Fantasy about you's like a goldmine, goldmine|-|Asking everybody is he mine, is he mine|-|Not quite yet but I'm gonna get, get him|-|Not quite yet but I'm gonna get, get him|-|I can be your one time baby|-|I can be your little dairy queen|-|I don't wanna care tonight, I don't wanna fight|-|You don't have to give me anything|-|Just put your sweet kiss kiss on my lips now baby"
150,Mermaid Hotel Lyrics,"Maybe we could go to Coney Island|-|Maybe I could sing the national anthem|-|Buy a white sweater, for the last white day|-|Of the summer|-|Buy my purple wig for my mermaid video|-|Walk back to where I lived|-|In my motel|-|On Neptune (Avenue)|-|You call me lavender, you call me sunshine|-|You say take it off, take it off|-|You call me lavender, you call me sunshine|-|You say take it off, take it off|-|(Maybe we could go to) Suede Tokyo|-|Or see Van Halen at their reunion show|-|Heavy metal hour on T.V|-|Diamond Dave and Ray Lee|-|And you salute me, Miss America|-|Because I am, I am|-|You call me lavender, you call me sunshine|-|You say take it off, take it off|-|You call me lavender, you call me sunshine|-|You say take it off, take it off|-|Maybe we could go to Coney Island|-|Maybe I could sing you to sleep|-|God bless the universe|-|God bless the ocean|-|God bless you|-|And god bless me|-|God bless you|-|And god bless me|-|You call me lavender, you call me sunshine|-|You say take it off, take it off|-|You call me lavender, you call me sunshine|-|You say take it off, take it off"
151,Metaphysical Lyrics,
152,Million Dollar Man Lyrics,"You said I was the most exotic flower|-|Holding me tight in our final hour|-|I don't know how you convince them and get them, boy|-|I don't know what you do|-|It's unbelievable|-|And I don't know how you get over, get over|-|Someone as dangerous, tainted and flawed as you|-|One for the money, and two for the show|-|I love you honey|-|I'm ready, I'm ready to go|-|How did you get that way? I don't know|-|You're screwed up and brilliant|-|You look like a million dollar man|-|So why is my heart broke?|-|You got the world, but baby at what price?|-|Something so strange, hard to define|-|It isn't that hard boy to like you or love you|-|I'd follow you down, down, down|-|You're unbelievable|-|If you're going crazy just grab me and take me|-|I'd follow you down, down, down|-|Anywhere, anywhere|-|One for the money, two for the show|-|I love you honey|-|I'm ready, I'm ready to go|-|How did you get that way? I don't know|-|You're screwed up and brilliant|-|You look like a million dollar man|-|So why is my heart broke?|-|One for the money, and two for the show|-|I love you honey|-|I'm ready, I'm ready to go|-|How did you get that way? I don't know|-|You're screwed up and brilliant|-|You look like a million dollar man|-|So why is my heart broke?|-|I don't know|-|You're screwed up, you're brilliant|-|You look like a million dollar man|-|So why is my heart broke?"
153,Money Power Glory Lyrics,"You say that you wanna go|-|To a land that's far away|-|How are we supposed to get there|-|With the way that we're living today?|-|You talk lots about God|-|Freedom comes from the call|-|But that's not what this bitch wants|-|Not what I want at all|-|I want money, power and glory|-|I want money and all your power, all your glory|-|Hallelujah, I wanna take you for all that you got|-|Hallelujah, I'm gonna take them for all that they got|-|The sun also rises,|-|On those who fail the call|-|My life, it comprises,|-|Of losses and wins and fails and falls|-|I can do it if you really, really like that|-|I know what you really want, b-b-b-b-baby|-|I can do it if you think you like that|-|You should run, boy, run|-|I want money, power and glory|-|I want money and all your power, all your glory|-|Hallelujah, I wanna take you for all that you got|-|Hallelujah, I'm gonna take them for all that they got|-|Dope and diamonds, dope and diamonds, diamonds.|-|Dope and diamonds, dope and diamonds, that's all that I want.|-|Dope and diamonds, dope and diamonds, diamonds.|-|Dope and diamonds, dope and diamonds, diamonds.|-|I want money, power and glory|-|I want money and all your power, all your glory|-|Hallelujah, I wanna take you for all that you got|-|Hallelujah, I'm gonna take them for all that they got"
154,More Than Beautiful Lyrics,
155,Motel 6 (Vicarage Version) Lyrics,"To Jersey with love, mm.|-|Motel six, sloe gin fizz,|-|Swingin' in the lobby,|-|To the sunset twist.|-|I can do it, you can do it,|-|Move them hips,|-|Everybody, let's get dangerous.|-|Motel six, sloe gin fizz,|-|Swingin' in the lobby,|-|To the sunset twist.|-|I can do it, you can do it,|-|Move them hips.|-|Everybody, let's get dangerous.|-|Fellas, if you wanna,|-|Get the invite quicker,|-|Pack up the pickup,|-|Pick up the liquor.|-|Go on use your charm,|-|Right, come on gonna get her,|-|Gonna tell you.|-|Ladies if you really,|-|Wanna reign them suckers,|-|Line up your lips,|-|Plump up your pluckers.|-|It's about the only way,|-|To get them other fuckers.|-|What to do, what you want?|-|It's a party, it's a party,|-|It's a party, it's a party,|-|It's a party, c-c-come on.|-|It's a party, it's a party,|-|It's a party, it's a party,|-|It's a party, c-c-come on.|-|Motel six, sloe gin fizz,|-|Swingin' in the lobby,|-|To the sunset twist.|-|I can do it, you can do it,|-|Move them hips.|-|Everybody, let's get dangerous.|-|Motel six, sloe gin fizz,|-|Swingin' in the lobby,|-|To the sunset twist.|-|I can do it, you can do it,|-|Move them hips.|-|Everybody, let's get dangerous.|-|Baby, if you really,|-|Wanna know my secret,|-|Come a little closer,|-|Kitty, promise you'll keep it.|-|Come a little nearer, dear,|-|You gonna need it,|-|Gonna tell you.|-|Men like a woman,|-|Who just don't need 'em.|-|Sweeter than cherry pie,|-|But we'll treat 'em,|-|Meaner than dirt,|-|They deserve to be hurt,|-|Do they realise what,|-|You're worth?|-|It's a party, it's a party,|-|It's a party, it's a party,|-|It's a party, c-c-come on.|-|It's a party, it's a party,|-|It's a party, it's a party,|-|It's a party, c-c-come on.|-|Baby, we can go down,|-|To 7-Eleven,|-|Drive down the drag in,|-|Your Pontiac heaven.|-|Baby, you can buy me,|-|Diet mountain dew,|-|And we'll get right down to it,|-|Me and you.|-|Layin' on your hood,|-|Like a flatbed truck,|-|In the spotlight we see,|-|Jim and Chuck.|-|We saw that car from a mile,|-|Away and it's slowin',|-|""They say there's a motel dance,|-|Let's get going.""|-|It's a party, it's a party,|-|It's a party, it's a party,|-|It's a party, c-c-come on.|-|It's a party, it's a party,|-|It's a party, it's a party,|-|It's a party, c-c-come on.|-|Motel six, sloe gin fizz,|-|Swingin' in the lobby,|-|To the sunset twist.|-|I can do it, you can do it,|-|Move them hips.|-|Everybody, let's get dangerous.|-|Motel six, sloe gin fizz,|-|Swingin' in the lobby,|-|To the sunset twist.|-|I can do it, you can do it,|-|Move them hips.|-|Everybody, let's get dangerous."
156,Music to Watch Boys To Lyrics,"I like you a lot|-|Putting on my music while I'm watching the boys|-|So I do what you want|-|Singing soft grunge just to soak up the noise|-|We're Ribbons on ice|-|Playing their guitars, only one of my toys|-|Cause I like you a lot|-|No holds barred, I've been sent to destroy, yeah|-|Pi-i-i-ink flamingos, always fascinated me|-|I know what only the girls know|-|Lies can buy eternity|-|Oh, oh, I see you're going|-|So-o-o-o I play my music, watch you leave|-|I like you a lot|-|Putting on my music while I'm watching the boys|-|So I do what you want|-|Singing soft grunge just to soak up the noise|-|We're Ribbons on ice|-|Playing their guitars, only one of my toys|-|Cause I like you a lot|-|No holds barred, I've been sent to destroy, yeah|-|Velveteen and living single|-|It never felt that right to me|-|I know what only the girls know|-|Lies can buy eternity|-|I, I, I see you leaving|-|So-o-o-o I push record and watch you leave|-|I like you a lot|-|Putting on my music while I'm watching the boys|-|So I do what you want|-|Singing soft grunge just to soak up the noise|-|We're Ribbons on ice|-|Playing their guitars, only one of my toys|-|Cause I like you a lot|-|No holds barred, I've been sent to destroy, yeah|-|Live to love you|-|And I love to love you|-|And I live to love you, boy|-|Live to love you|-|And I love to love you|-|And I live to love you, boy|-|Nothing gold can stay|-|Like love or lemonade|-|Or sun or summer days|-|It's all a game to me anyway|-|I like you a lot|-|Putting on my music while I'm watching the boys|-|So I do what you want|-|Singing soft grunge just to soak up the noise|-|We're ribbons on ice|-|Playing their guitars, only one of my toys|-|Cause I like you a lot|-|No holds barred, I've been sent to destroy, yeah|-|Putting on my music while I'm watching the boys|-|Putting on my music while I'm watching the boys"
157,My Best Days Lyrics,"Even my best days without you|-|Were nothing in comparison to my worst days|-|Once I had found you|-|Once I had you|-|I had everything|-|I had everything|-|I had everything|-|Please don't leave|-|It's all happening|-|When I was sleeping without you|-|Haunted by the baddest dreams|-|I asked you beside me|-|I have you, yes I have you|-|Smiling in your sleep|-|You would talk to me, in my wildest dreams|-|I never knew I'd find somebody like you|-|Like you|-|Like like|-|I'd find somebody like you|-|Like you|-|Like you|-|When I was sleeping without you|-|Haunted by the baddest dreams|-|I asked you beside me|-|I have you, yes I have you|-|Smiling in your sleep|-|You would talk to me, in my wildest dreams|-|I never knew I find somebody like you|-|Like you|-|Like like|-|I find somebody like you|-|Like you|-|Like you"
158,My Momma Lyrics,"My momma wouldn't say you were a nice guy|-|But you're under 40 and you have a job|-|My momma wouldn't say you was a good boy|-|But you're making money and you're working hard|-|So I'm gonna take you out|-|I don't feel like it's wrong|-|Me and my momma, we don't get along|-|My momma, she would say your hair was too long|-|But your hair's exactly what I like the best|-|And my momma, she would say you was a hoodlum|-|But I'd done known a hoodlum and you don't pass the test|-|I'm gonna take you out|-|I don't feel like it's wrong|-|Me and my momma, we don't get along|-|Oh Baby, I'm standing so close, I can't back down|-|You're smiling and I know I'm over and done now|-|I am done now|-|My momma would say that it was wrong to see you|-|I lied just to meet you, I lied to get in|-|My momma, she would say that I deceived you|-|But that's the only way how I knew how to begin|-|So maybe you've got your own problems, who doesn't?|-|I'm crazy, your addicted, we are all of a sudden|-|My momma, she would love you like I love you|-|If she ever met you, if she ever knew|-|My momma, she would fall right on top of you|-|If she ever saw you, she'd be smitten too|-|I'll never take you home|-|I want you all for my own|-|Don't let my momma hear your pretty song|-|I'm gonna take you on|-|I don't feel like it's wrong|-|Me and my momma, we don't get along."
159,My Way Up To The Top Lyrics,"Life is awesome, I confess|-|What I do, I do best.|-|You got nothing, I got tested|-|And I passed, yes.|-|Lay me down tonight in my linen and curls|-|Lay me down tonight, Riviera girls.|-|I fucked my way up to the top,|-|This is my show.|-|I fucked my way up to the top,|-|Go, baby, go.|-|Go, go, go, go, go,|-|This is my show.|-|Go, go, go, go, go,|-|This is my show.|-|I'm a dragon, you're a whore,|-|Don't even know what you're good for.|-|Mimickin' me's a fuckin' bore|-|To me, but babe.|-|Lay me down tonight in my diamonds and pearls|-|Tell me something like I'm your favourite girl.|-|I fucked my way up to the top,|-|This is my show.|-|I fucked my way up to the top,|-|Go, baby, go.|-|Go, go, go, go, go,|-|This is my show.|-|Go, go, go, go, go,|-|This is my show.|-|Need you, baby, like I breathe you, baby|-|Need you, baby, more, more, more, more.|-|Need you, baby, like I breathe you, baby|-|Fuckin' need you, baby, more, more, more, more.|-|Lay me down tonight in my linen and curls,|-|Lay me down tonight, I'm your favourite girl.|-|I fucked my way up to the top,|-|This is my show.|-|I fucked my way up to the top,|-|Go, baby, go.|-|Go, go, go, go, go,|-|This is my show.|-|Go, go, go, go, go,|-|This is my show.|-|Need you, baby, like I breathe you, baby|-|I need you, baby, more, more, more, more.|-|Need you, baby, like I breathe you, baby, ah, ah."
160,National Anthem Lyrics,"Money is the anthem of success|-|So before we go out, what's your address?|-|I'm your national anthem|-|God, you're so handsome|-|Take me to the Hamptons, Bugatti Veyron|-|He loves to romance 'em|-|Reckless abandon|-|Holding me for ransom, Upper echelon|-|He says to be cool, but I don't know how yet|-|Wind in my hair|-|Hand on the back of my neck|-|I said, ""Can we party later on"", he said, ""Yes, yes, yes...""|-|Tell me I'm your national anthem|-|Booyah, baby, bow, down|-|Making me so wow now|-|Tell me I'm your national anthem|-|Sugar, sugar, how now|-|Take your body downtown|-|Red, white, blue is in the sky|-|Summer's in the air and baby, heaven's in your eyes|-|I'm your national anthem|-|Money is the reason we exist|-|Everybody knows it, it's a fact|-|Kiss, kiss|-|I sing the national anthem|-|While I'm standing over your body, hold you like a python|-|And you can't keep your hands off me or your pants on|-|See what you've done to me, King of Chevron|-|He said to be cool, but I'm already coolest|-|I said to get real|-|Don't you know who you're dealing with?|-|Um, do you think you'll buy me lots of diamonds?|-|Tell me I'm your national anthem|-|Booyah, baby, bow, down|-|Making me so wow now|-|Tell me I'm your national anthem|-|Sugar, sugar, how now|-|Take your body downtown|-|Red, white, blue is in the sky|-|Summer's in the air and baby, heaven's in your eyes|-|I'm your national anthem|-|It's a love story for the new age|-|For the sixth page|-|We're on a quick, sick rampage|-|Wining and dining, drinking and driving|-|Excessive buying, overdose and dying|-|On our drugs, and our love, and our dreams, and our rage|-|Blurring the lines between real and the fake|-|Dark and lonely, I need somebody to hold me|-|He will do very well|-|I can tell, I can tell|-|Keep me safe in his belltower hotel|-|Money is the anthem of success|-|So put on mascara and your party dress|-|I'm your national anthem|-|Boy, put your hands up|-|Give me a standing ovation|-|Boy, you have landed|-|Babe, in the land of sweetness and danger|-|Queen of Saigon|-|Tell me I'm your national anthem|-|Booyah, baby, bow, down|-|Making me so wow now|-|Tell me I'm your national anthem|-|Sugar, sugar, how now|-|Take your body downtown|-|Red, white, blue is in the sky|-|Summer's in the air and baby, heaven's in your eyes|-|I'm your national anthem|-|Money is the anthem|-|God, you're so handsome|-|Money is the anthem of success|-|Money is the anthem|-|God, you're so handsome|-|Money is the anthem of success|-|Money is the anthem|-|God, you're so handsome|-|Money is the anthem of success|-|Money is the anthem|-|God, you're so handsome|-|Money is the anthem of success"
161,Never Let Me Go Lyrics,"Hold me in your arms|-|Love me like your best friends did|-|Promise I won't hurt you kid|-|Hold me really tight until the stars look big|-|Never let me go|-|All the world is ours|-|Like they say in Scarface kid|-|You can push your drugs and I can make it big|-|Singing CB Jebiees have a real good gig|-|Hey you never know|-|Cause baby we were born to live fast and die young|-|Born to be bad, have fun|-|Honey, you and me can be one|-|Just believe, come on|-|If you love me hardcore, then don't walk away|-|It's a game boy|-|I don't wanna play|-|I just wanna be your's|-|Like I always say|-|Never let me go|-|Boy, we're in a world war|-|Let's go all the way|-|Put your foot to the floor|-|Really walk away|-|Tell me that you need me more and more everyday|-|Never let me go, just stay|-|We gonna go far|-|I can already taste it kid|-|LA's gonna look real good|-|Drive me in your car until the sky gets big|-|Never let me go|-|Send me to the stars|-|Tell me when I get there kid|-|I can be your Nancy|-|You can be my Sid|-|Get into some trouble like our parents did|-|Hey, they'll never know|-|Cause baby we were born to be bad|-|Move on|-|Built to go fast|-|Stay strong|-|Honey, you and me and no one|-|Just believe|-|Come on|-|If you love me hardcore, then don't walk away|-|It's a game boy|-|I don't wanna play|-|I just wanna be your's|-|Like I always say|-|Never let me go|-|Boy, we're in a world war|-|Let's go all the way|-|Put your foot to the floor|-|Really walk away|-|Tell me that you need me more and more everyday|-|Never let me go, just stay|-|I remember when I saw you for the first time|-|You were laughing|-|Sparking like a new dime|-|I came over|-|""Hello, can you be mine?""|-|Can you be mine|-|Can you be mine?|-|If you love me hardcore, then don't walk away|-|It's a game boy|-|I don't wanna play|-|I just wanna be your's|-|Like I always say|-|Never let me go|-|Baby it's a sweet life|-|Sing it like song|-|It's a short trip|-|Only getting one who can count on my love more than anyone|-|Never let me go|-|If you love me hardcore, then don't walk away|-|It's a game boy|-|I don't wanna play|-|I just wanna be your's|-|Like I always say|-|Never let me go|-|Boy, we're in a world war|-|Let's go all the way|-|Put your foot to the floor|-|Really walk away|-|Tell me that you need me more and more everyday|-|Never let me go, just stay"
162,Next To Me Lyrics,"Another day is over|-|Another day is done|-|And now I'm getting closer|-|To the rising sun|-|Hey there, what you doin'?|-|Would you like a little company?|-|Hey man, how you doin'?|-|Would you like to sit next to me?|-|Another day is over|-|Another day is done|-|Another night I'm waiting|-|Waiting for the sun|-|Hey there, what you doin'?|-|Would you like a little company?|-|Hey man, how you doin'?|-|Would you like to sit next to me?|-|Well, I don't know, little lady|-|You're offly pretty, but I'm a nice man|-|I live a nice life, I have a nice house|-|I have a great wife|-|And I'm tired of making decisions|-|Without thinking, ohohoh|-|Another moon is shining|-|Another evening come|-|Another hour unwinding|-|'Till the night is done|-|Hey man, what you doin'?|-|Would you like a little company?|-|Hey there, how you doin'?|-|Would you like to sit next to me?|-|(Next to me, next to me)"
163,Off To The Races Lyrics,"My old man is a bad man, but|-|I can't deny the way he holds my hand|-|And he grabs me, he has me by my heart|-|He doesn't mind I have a Las Vegas past|-|He doesn't mind I have a LA crass way about me|-|He loves me with every beat of his cocaine heart|-|Swimming pool glimmering, darling|-|White bikini off with my red nail polish|-|Watch me in the swimming pool|-|Bright blue ripples|-|You sitting, sipping on your Black Cristal, oh yeah|-|Light of my life, fire of my loins|-|Be a good baby, do what I want|-|Light of my life, fire of my loins|-|Gimme them gold coins|-|Gimme them coins|-|And I'm off to the races|-|Cases of Bacardi chasers|-|Chasing me all over town|-|'Cause he knows I'm wasted|-|Facing time again at Rikers Island|-|And I won't get out|-|Because I'm crazy, baby|-|I need you to come here and save me|-|I'm your little scarlet, starlet|-|Singing in the garden|-|Kiss me on my open mouth|-|Ready for you|-|My old man is a tough man, but|-|He's got a soul as sweet as blood red jam|-|And he shows me, he knows me|-|Every inch of my tar-black soul|-|He doesn't mind I have a flat broke-down life|-|In fact he says he thinks it's what he might like about me|-|Admires me, the way I roll like a rolling stone|-|Likes to watch me in the glass room, bathroom, Chateau Marmont|-|Slipping on my red dress, putting on my makeup|-|Glass room, perfume, cognac, lilac fumes|-|Says it feels like heaven to him|-|Light of his life, fire of his loins|-|Keep me forever, tell me you own me|-|Light of your life, fire of your loins|-|Tell me you own me|-|Gimme them coins|-|And I'm off to the races|-|Cases of Bacardi chasers|-|Chasing me all over town|-|'Cause he knows I'm wasted|-|Facing time again at Rikers Island|-|And I won't get out|-|Because I'm crazy, baby|-|I need you to come here and save me|-|I'm your little scarlet, starlet|-|Singing in the garden|-|Kiss me on my open mouth|-|Yo, I'm off to the races, laces|-|Leather on my waist is tight and I am falling down|-|I can see your face is shameless|-|Cipriani's Basement|-|Love you, but I'm going down|-|God, I'm so crazy, baby|-|I'm sorry that I'm misbehaving|-|I'm your little harlot, starlet|-|Queen of Coney Island|-|Raising hell all over town|-|Sorry 'bout it|-|My old man is a thief, and|-|I'm gonna stay and pray with him 'til the end|-|But I trust in the decision of the Lord|-|To watch over us|-|Take him when he may, if He may|-|I'm not afraid to say that I'd die without him|-|Who else is gonna put up with me this way?|-|I need you, I breathe you, I'll never leave you|-|They would rue the day, I was alone without you|-|You're lying with your gold chain on|-|Cigar hanging from your lips|-|I said, ""Hon', you never looked so beautiful|-|As you do now, my man""|-|And we're off to the races, places|-|Ready, set, the gate is down|-|And now we're going in|-|To Las Vegas, chaos|-|Casino Oasis|-|Honey, it is time to spin|-|Boy, you're so crazy, baby|-|I love you forever, not maybe|-|You are my one true love|-|You are my one true love|-|You are my one true love"
164,Oh Say Can You See Lyrics,"Oh, say can you see my stars|-|The night time is almost ours|-|To wander through alleys and look at the bars|-|Night time is almost ours|-|The headlights from passing cars|-|They illuminate my face then they've made the dark|-|The voice of Nirvana says, ""Come as you are""|-|And I will|-|The night time is almost ours|-|A sway of the hips and arms|-|We'll cradle you from afar|-|They swing till you tire and send it alarms|-|Night time is almost ours"
165,Old Money Lyrics,"Blue hydrangea, cold cash divine|-|Cashmere, cologne and white sunshine|-|Red racing cars, Sunset and Vine|-|The kids were young and pretty|-|Where have you been? Where did you go?|-|Those summer nights seem long ago|-|And so is the girl you used to call|-|The Queen of New York City|-|But if you send for me, you know I'll come|-|And if you call for me, you know I'll run|-|I'll run to you, I'll run to you|-|I'll run, run, run|-|I'll come to you, I'll come to you|-|I'll come, come, come|-|The power of youth is on my mind|-|Sunsets, small town, I'm out of time|-|Will you still love me when I shine?|-|From words but not from beauty|-|My father's love was always strong|-|My mother's glamour lives on and on|-|Yet still inside, I felt alone|-|For reasons unknown to me|-|But if you send for me, you know I'll come|-|And if you call for me, you know I'll run|-|I'll run to you, I'll run to you|-|I'll run, run, run|-|I'll come to you, I'll come to you|-|I'll come, come, come|-|And if you call|-|I'll run, run, run|-|If you change your mind|-|I'll come, come, come|-|Blue hydrangea, cold cash divine|-|Cashmere, cologne and hot sunshine|-|Red racing cars, Sunset and Vine|-|And we were young and pretty"
166,On Our Way Lyrics,"You, you light my red fire babe|-|Hot white, and blue.|-|And I, I think that you,|-|I think you're so cool babe|-|Loving everything you do.|-|You say we're gonna run away|-|Put on your sundress, summer day|-|Flying around on the highway.|-|Spin me 'round, kiss me in your Chevrolet.|-|I love you more with each and everyday.|-|Top down, gonna make a getaway, top down.|-|Spin me 'round, kiss me in your Chevrolet.|-|You found me when I had lost my way.|-|Foot down, we're going all the way, touchdown.|-|Gonna make a getaway, top down.|-|You, know what I want.|-|Take me to the K-Mart, pick me up pink lip-gloss.|-|How, you get so hot|-|You're making me crazy|-|Hoping you'll never stop.|-|You say that we were meant to be.|-|We'll be together finally.|-|Flying around and I'm finally free, oh.|-|Spin me 'round, kiss me in your Chevrolet.|-|I love you more with each and everyday.|-|Top down, finally gonna get away, top down.|-|Spin me 'round, kiss me in your Chevrolet.|-|You found me when I had lost my way.|-|Foot down, we're going all the way, touchdown.|-|We're on our way|-|We're on our way|-|We're on our way|-|We're on our way|-|Why, did I think too much?|-|You tell me not to worry|-|Because you're the boss.|-|And you, you got a real good plan|-|My trouble's all over now|-|Because you're my man.|-|You don't know what you've done to me.|-|You're heavier than heavenly.|-|Life on the run has set me free, me free now.|-|We're on our way...|-|You tell me not to worry|-|Because you're the boss."
167,Once Upon A Dream Lyrics,"I know you|-|I walked with you once upon a dream.|-|I know you|-|That look in your eyes is so familiar a gleam|-|And I know it's true|-|that visions are seldom all they seem|-|But if I know you, I know what you'll do|-|You'll love me at once|-|the way you did once upon a dream|-|But if I know you, I know what you'll do|-|You'll love me at once|-|the way you did once upon a dream|-|I know you|-|I walked with you once upon a dream.|-|I know you|-|That gleam in your eyes is so familiar a gleam|-|And I know it's true|-|that visions are seldom all they seem|-|But if I know you, I know what you'll do|-|You'll love me at once|-|the way you did once upon a dream"
